name,latitude,longitude,rating,review_count,address,city,state,zip,phone,hours,num_connectors,total_kw,website
Tesla Supercharger,27.999297,-81.924775,4.8,13,"Lakeland Highlands Rd #3555, Lakeland, FL 33803",Lakeland,Florida,33803,+18777983752,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,250,https://www.tesla.com/charging
Blink Charging Station,42.347929099999995,-71.03703089999999,,0,"899 Congress St, Boston, MA 02210",Boston,Massachusetts,02210,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,http://www.blinkcharging.com
EV Connect Charging Station,42.342009999999995,-71.0685024,5.0,1,"1313 Washington St, Boston, MA 02118",Boston,Massachusetts,02118,+18668167584,,0,0,
ChargePoint Charging Station,42.3501999,-71.0481142,5.0,1,"Boston, MA 02210",Boston,Massachusetts,02210,+18887584389,,0,0,https://www.chargepoint.com
Blink Charging Station,27.985984799999997,-81.68039019999999,,0,"1015 Mahaffey Rd, Winter Haven, FL 33884",Winter Haven,Florida,33884,+18889982546,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,8,http://www.blinkcharging.com
Nissan Charging Station,28.0983241,-81.9496568,1.0,3,"4401 FL-33, Lakeland, FL 33805",Lakeland,Florida,33805,+33172676914,,2,57,https://www.nissanusa.com
Blink Charging Station,28.081723999999998,-81.99543899999999,,0,"3150 Kathleen Rd, Lakeland, FL 33810",Lakeland,Florida,33810,+18889982546,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,22,http://www.blinkcharging.com
EV Connect Charging Station,27.601599099999998,-81.51389329999999,4.1,10,"590 US-27, Avon Park, FL 33825",Avon Park,Florida,33825,+18668167584,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,
Shell Recharge Charging Station,42.349515499999995,-71.0434935,,0,"93 Seaport Blvd, Boston, MA 02210",Boston,Massachusetts,02210,+31880109500,,0,0,https://shellrecharge.com
JUS Charging Station,28.1005231,-81.95172149999999,3.5,4,"EV Charging Station, 4502 N Socrum Loop Rd, Lakeland, FL 33809",Lakeland,Florida,33809,+19546397627,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,20,https://www.jus.live
Electric Vehicle Charging Station,42.363116399999996,-71.0643572,,0,"66 Staniford St, Boston, MA 02114",Boston,Massachusetts,02114,,,0,0,https://afdc.energy.gov/fuels/electricity_locations.html
EVoke Charging Station,28.243651999999997,-81.30255199999999,1.0,1,"2906 17th St, St Cloud, FL 34769",St Cloud,Florida,34769,+18134925220,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,13,https://www.evokesystems.com
JUS Charging Station,28.0865798,-81.9705188,,0,"3425 US Hwy 98 N, Charging Station, Lakeland, FL 33809",Lakeland,FL,33809,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,20,https://www.jus.live
EV Connect Charging Station,28.2701456,-81.58872649999999,,0,"7593 Gathering Dr, Kissimmee, FL 34747",Kissimmee,Florida,34747,+18668167584,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,10,https://www.evconnect.com
Blink Charging Station,28.0988685,-81.9613693,4.0,2,"4350 Audubon Oaks Cir, Lakeland, FL 33809",Lakeland,Florida,33809,+18006635633,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,6,http://www.blinkcharging.com
ChargePoint Charging Station,28.03837,-81.716515,,0,"711 Ave O NE, Winter Haven, FL 33881",Winter Haven,Florida,33881,+18887584389,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,7,https://www.chargepoint.com
Shell Recharge Charging Station,42.353339299999995,-71.0473043,,0,"25 Northern Ave, Boston, MA 02210",Boston,Massachusetts,02210,+18887518560,,0,0,
Shell Recharge Charging Station,42.3514747,-71.0429996,,0,"146 Seaport Blvd, Boston, MA 02210",Boston,Massachusetts,02210,+18887518560,,0,0,https://www.shell.us/motorist/electric-vehicle-charging.html
Tesla Supercharger,28.2326391,-81.6423756,5.0,5,"69M5+33, 5000 Grandview Pkwy, Davenport, FL 33837",Davenport,Florida,33837,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,325,https://www.tesla.com/supercharger
ChargePoint Charging Station,28.054299999999998,-81.9789528,,0,"1430 W Memorial Blvd, Lakeland, FL 33815",Lakeland,Florida,33815,,Monday: 8 AM–8 PM; Tuesday: 8 AM–8 PM; Wednesday: 8 AM–8 PM; Thursday: 8 AM–8 PM; Friday: 8 AM–8 PM; Saturday: 8 AM–8 PM; Sunday: 12–6 PM,1,120,https://www.chargepoint.com
ChargePoint Charging Station,42.359342,-71.064,,0,"33 Derne St, Boston, MA 02112",Boston,Massachusetts,02112,+18887584389,,0,0,https://driver.chargepoint.com
ChargePoint Charging Station,28.024761899999998,-81.73129279999999,,0,"395 Ave C NW, Winter Haven, FL 33881",Winter Haven,Florida,33881,+18887584389,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,7,https://www.chargepoint.com
ChargePoint Charging Station,28.022948,-81.730173,,0,"290 Avenue A NW, Winter Haven, FL 33881",Winter Haven,Florida,33881,+18887584389,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,7,https://www.chargepoint.com
Tesla Supercharger,28.258637999999998,-81.59004,4.8,57,"8103 Lake Wilson Rd, Davenport, FL 33896",Davenport,Florida,33896,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,250,https://www.tesla.com/supercharger
Rivian Waypoints,28.129300299999997,-81.4306206,3.0,2,"2700 Scrub Jay Trail, Poinciana, FL 34759",Poinciana,Florida,34759,+18887484261,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,11,https://rivian.com/experience/charging
ChargePoint Charging Station,27.960943999999998,-81.621842,3.0,13,"2803 Ridge Way, Lake Wales, FL 33859",Lake Wales,Florida,33859,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,7,https://www.chargepoint.com
Pilot Electric Vehicle Charging Station,27.91737,-81.718919,5.0,1,"7990 FL-60, Bartow, FL 33830",Bartow,Florida,33830,+18635371000,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,https://pilotcompany.com/ev-charging
ChargePoint Charging Station,28.054615,-81.976081,,0,"1250 W Memorial Blvd, Lakeland, FL 33815",Lakeland,Florida,33815,+18887584389,Monday: 8 AM–6 PM; Tuesday: 8 AM–6 PM; Wednesday: 8 AM–6 PM; Thursday: 8 AM–6 PM; Friday: 8 AM–6 PM; Saturday: 8 AM–6 PM; Sunday: Closed,1,120,https://www.chargepoint.com
ChargePoint Charging Station,42.358491,-71.064139,,0,"15 Mt Vernon St, Boston, MA 02133",Boston,Massachusetts,02133,+18887584389,,0,0,https://driver.chargepoint.com
EESL Charging Station,28.6183272,77.212589,3.5,35,"J697+82P, Rafi Marg, opposite CSIR Building, Sansad Marg Area, New Delhi, Delhi 110001",New Delhi,Delhi,110001,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,3,97,https://eeslindia.org
Electric Vehicle Charging Station,21.0866606,79.06360409999999,3.6,17,"Airport Metro Station, Sonegaon, Nagpur, Maharashtra 440005",Nagpur,Maharashtra,440005,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,142,
Statiq Charging Station,28.587522099999997,77.22621389999999,4.8,12,"Police Station Milk Shop, 15207, Lodhi Rd, opp. INDIA HABITAT CENTRE, Institutional Area, Lodi Colony, New Delhi, Delhi 110001",New Delhi,Delhi,110001,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,63,https://www.statiq.in
Statiq Charging Station,28.5740944,77.2310645,3.9,7,"A-359, Varun Marg, Market, near Gol Gumbad, Block A, Defence Colony, New Delhi, Delhi 110024",New Delhi,Delhi,110024,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,4,100,https://www.statiq.in
Electric Vehicle Charging Station,28.5727132,77.20881969999999,3.0,4,"H6F5+2G7, Dilli Haat, Kidwai Nagar West, Kidwai Nagar, New Delhi, Delhi 110023",New Delhi,Delhi,110023,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,50,https://eeslindia.org
Charge Zone Charging Station,20.5740697,78.88238609999999,5.0,4,"Vithal Kamats (G Point Restaurant, NH 44, near G Point Fuel Station, Ajanti, Hinganghat, Maharashtra 442301","Ajanti, Hinganghat",Maharashtra,442301,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,http://www.chargezone.co.in
Tata Power Charging Station,21.1325191,79.00423119999999,3.7,20,"42M3+2M5, Ring Rd, Pardsinga, Nagpur, Maharashtra 440028",Nagpur,Maharashtra,440028,,Monday: 10 am–8 pm; Tuesday: 10 am–8 pm; Wednesday: 10 am–8 pm; Thursday: 10 am–8 pm; Friday: 10 am–8 pm; Saturday: 10 am–8 pm; Sunday: 10 am–8 pm,1,50,https://www.tatapower.com
BPCL Charging Station,20.6341874,78.9272561,5.0,1,"JWMG+MWC, RO AT DAHEGAON, Mahar, Nagpur, Wardha, Maharashtra 441108","Nagpur, Wardha",Maharashtra,441108,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,60,https://onelink.to/5695dc
ElectriVa Charging Station,28.6437785,77.1791434,5.0,8,"BLK MAX Hospital, Radha Soami Satsang, Rajinder Nagar, New Delhi, Delhi 110005",New Delhi,Delhi,110005,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,60,
Electric Vehicle Charging Station,28.6040313,77.1977507,3.9,7,"J53X+J46 Nehru Planetarium, New Delhi, Teen Murti-Haifa Chowk, Teen Murti Marg Area, New Delhi, Delhi 110011",New Delhi,Delhi,110011,,,2,157,
Powerbank Charging Station,28.5714091,77.23699909999999,5.0,3,"Lajpat Nagar Metro Station, Lala Lajpat Rai Rd, Block A, Lajpat Nagar II, Lajpat Nagar, New Delhi, Delhi 110024",New Delhi,Delhi,110024,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,3,80,https://powerbank.green
Electric Vehicle Charging Station,28.601118,77.215792,3.0,3,"7, Tees January Marg, Janpath Road Area, Motilal Nehru Marg Area, New Delhi, Delhi 110011",New Delhi,Delhi,110011,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,3,142,
EESL Charging Station,28.6336561,77.223579,3.2,9,"NDMC Parking, Outside Devinder Collections, 11, Shankar Market, Connaught Lane, Barakhamba, New Delhi, Delhi 110001",New Delhi,Delhi,110001,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,15,https://eeslindia.org
Hindustan Petroleum Corporation Limited Charging Station,28.599594,77.1959784,5.0,2,"A company, 12th Rac, Chanakyapuri, New Delhi, Delhi 110021",New Delhi,Delhi,110021,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://www.tatapower.com
Tata Power Charging Station,20.9225972,78.9997922,3.7,6,"WXFX+2WM, Mancherial - Chandrapur - Nagpur Rd, Butibori, Maharashtra 441108",Butibori,Maharashtra,441108,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://www.tatapower.com
Mercedes-Benz Charging Station,28.6036231,77.1905604,,0,"Ground Floor, 50-B, THE ASHOK HOTEL, Diplomatic Enclave, Chanakyapuri, New Delhi, Delhi 110021",New Delhi,Delhi,110021,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,90,https://onelink.to/5695dc
Tata Power Charging Station,28.596711,77.240118,,0,"H6WR+M2Q, Dr Zakir Hussain Marg, Delhi Golf Club, Golf Links, New Delhi, Delhi 110003",New Delhi,Delhi,110003,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,60,https://www.tatapower.com
Tata Power Charging Station,28.618523999999997,77.218394,,0,"15, Janpath Rd, Windsor Place, New Delhi, Delhi 110001",New Delhi,Delhi,110001,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,90,https://www.tatapower.com/ezcharge
Delta Charging Station,28.5881111,77.2175556,4.8,5,"8, Jor Bagh Colony Rd, In front of RWA Park ,NDMC Parking,Jor Bagh Market, Jor Bagh, New Delhi, Delhi 110003",New Delhi,Delhi,110003,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,15,https://www.deltaww.com
BPCL Charging Station,20.710792599999998,78.9258909,5.0,3,"PW6G+896, At Rampur post Khandala tha Samudrapur dist W, Maharashtra 442301",,Maharashtra,442301,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,90,https://onelink.to/5695dc
EESL Charging Station,28.6350038,77.2197314,4.0,1,"H-1, Middle Cir, Block H, Connaught Place, New Delhi, Delhi 110001",New Delhi,Delhi,110001,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,15,https://eeslindia.org
BPCL Charging Station,20.9796692,78.9343201,5.0,3,"XWHM+VP8, hingana, Gumgaon, Maharashtra 441110",Gumgaon,Maharashtra,441110,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://onelink.to/5695dc
Adani Charging Station,21.0871656,79.0645067,,0,"The Pride Hotel, Wardha Rd, New Manish Nagar, Somalwada, Nagpur, Maharashtra 440025",Nagpur,Maharashtra,440025,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,33,https://www.adanielectricity.com
Tata Power Charging Station,28.6291698,77.2127172,4.0,1,"18A, Bangla Sahib Rd, Hanuman Road Area, Area, New Delhi, Delhi 110001",New Delhi,Delhi,110001,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,50,https://www.tatapower.com
EESL Charging Station,28.626697999999998,77.2318487,2.7,3,"J6GJ+MPH, FICCI Chowk, Todermal Road Area, Mandi House, New Delhi, Delhi 110001",New Delhi,Delhi,110001,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,15,https://eeslindia.org
BPCL Charging Station,20.615955,78.607805,1.0,1,"JJ85+94M, Wardha, Maharashtra 442001",Wardha,Maharashtra,442001,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://onelink.to/5695dc
Delta Charging Station,28.633664399999997,77.2077825,3.0,5,"12, Shaheed Bhagat Singh Marg, Sector 3, DIZ Area, Gole Market, New Delhi, Delhi 110001",New Delhi,Delhi,110001,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,15,https://www.deltaww.com
Ola Charging Station,21.1600674,79.08317129999999,1.9,15,"Post Office, opp. Mohan Nagar, Gaddigodam Chowk, Gaddigodam, Mohan Nagar, Nagpur, Maharashtra 440001",Nagpur,Maharashtra,440001,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,50,
EESL Charging Station,28.577029099999997,77.196949,3.3,3,"H5GW+RQ8, Lal. Sai Hanuman mandir, Sarojini Nagar Market, Sarojini Nagar, New Delhi, Delhi 110023",New Delhi,Delhi,110023,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,15,https://eeslindia.org
Hindustan Petroleum Corporation Limited Charging Station,28.5962812,77.2044502,,0,"H6W3+GQ8 Hindustan Petroleum Corporation Limited, Safdarjang's Tomb, Delhi Race Club, New Delhi, Delhi 110011",New Delhi,Delhi,110011,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://www.hindustanpetroleum.com
Celectric Charging Station,20.6163916,78.9321233,4.4,7,"Ashoka Parking, near Hotel, Jamb, Maharashtra 442301",Jamb,Maharashtra,,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,0,0,http://www.celectricmobility.com
EESL Charging Station,28.6316715,77.22206609999999,3.3,8,"J6JC+MR8, N Block, Middle Cir, Block N, Connaught Place, New Delhi, Delhi 110001",New Delhi,Delhi,110001,,,1,15,https://eeslindia.org
Tata Power Charging Station,28.628909,77.216117,,0,"15, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001",New Delhi,Delhi,110001,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,37,https://www.tatapower.com/ezcharge
BPCL Charging Station,21.057827,79.112704,5.0,1,"3457+43P, Nagpur, Maharashtra 441108",Nagpur,Maharashtra,441108,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://onelink.to/5695dc
Tata Power Charging Station,28.601732,77.22913299999999,,0,"J62H+MMR, Subramania Bharti Marg, Khan Market, Sujan Singh Park, New Delhi, Delhi 110003",New Delhi,Delhi,110003,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://www.tatapower.com
Electric Vehicle Charging Station,28.587190399999997,77.2413583,5.0,1,"H6PR+VGH IndianOil e-Charge Station- COCO, Lala Lajpat Rai Marg, Jangpura, CGO Complex, Nizamuddin West, New Delhi, Delhi 110003",New Delhi,Delhi,110003,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,50,https://www.plugshare.com/location/325873
Delta Charging Station,28.585391299999998,77.1912938,2.0,1,"NDMC Parking, 50-M, Yashwant Pl Mall, Chanakyapuri, New Delhi, Delhi 110021",New Delhi,Delhi,110021,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,15,https://www.deltaww.com
Tata Power Charging Station,28.6449172,77.2025135,,0,"Block E3, E3/15, Block E 3, Jhandewalan Extension, Jhandewalan, New Delhi, Delhi 110005",New Delhi,Delhi,110005,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,3,65,https://www.tatapower.com
EESL Charging Station,28.583649299999998,77.2220225,4.5,4,"780 BLOCK, 777 TO, 9, Lodi Colony, New Delhi, Delhi 110003",New Delhi,Delhi,110003,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,15,https://eeslindia.org
Electric Vehicle Charging Station,28.6007255,77.22625239999999,1.0,2,"E-6 PRITHVIRAJ LANE, Khan Market, Sujan Sing Park North, Sujan Singh Park, New Delhi, Delhi 110003",New Delhi,Delhi,110003,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,15,
EESL Charging Station,28.6018056,77.1864444,2.3,3,"NMDC Parking, Dharma Marg, Block Y, Diplomatic Enclave, Malcha Market, New Delhi, Delhi 110021",New Delhi,Delhi,110021,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,15,https://eeslindia.org
Electric Vehicle Charging Station,28.6003333,77.22688889999999,4.5,2,"NDMC Parking, 138/47, Khan Market, Rabindra Nagar, New Delhi, Delhi 110003",New Delhi,Delhi,110003,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,15,
Tata Power Charging Station,21.1522477,79.0223075,1.0,2,"35/1, Amravati Rd, beside Aryodaya Honda Showroom, Kachimet, Nagpur, Maharashtra 440023",Nagpur,Maharashtra,440023,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,60,https://www.tatapower.com/ezcharge
Tata Power Charging Station,28.602003,77.2372395,5.0,1,"J62P+RV5, Delhi Golf Club, Golf Links, New Delhi, Delhi 110003",New Delhi,Delhi,110003,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,1,30,https://www.tatapower.com
Tata Power Charging Station,28.6407359,77.2375084,,0,"MLUG, Mcd Building, Asaf Ali Rd, Turkman Gate, Chandni Chowk, Delhi, 110002",Delhi,Delhi,110002,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,50,https://www.tatapower.com
Statiq Charging Station,28.574289,77.230049,,0,"MCD Parking, A Block, D, Defence Colony, New Delhi, Delhi 111002",New Delhi,Delhi,111002,,,1,60,https://www.statiq.in
Tata Power Charging Station,21.0323769,79.0518982,5.0,1,"Dongargaon, WARDHA ROAD, PARSODI, NH-7, Mancherial - Chandrapur - Nagpur Rd, Nagpur, 441108",Nagpur,Maharashtra,441108,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,60,https://www.tatapower.com/ezcharge
Tata Power Charging Station,28.647064999999998,77.192235,,0,"J5WR+RVH, Abdul Aziz Rd, Block 8, WEA, Karol Bagh, New Delhi, Delhi, 110005","New Delhi, Delhi",Delhi,110005,,Monday: 10 am–12 am; Tuesday: 10 am–12 am; Wednesday: 10 am–12 am; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,2,50,https://www.tatapower.com
ThunderPlus Charging Station,28.629398,77.243827,5.0,1,"Department of Trade and Taxes, Bahadur Shah Zafar Marg, Vikram Nagar, Delhi, 110002",Delhi,Delhi,,,Monday: 8 am–9 pm; Tuesday: 8 am–9 pm; Wednesday: 8 am–9 pm; Thursday: 8 am–9 pm; Friday: 8 am–9 pm; Saturday: 8 am–9 pm; Sunday: 8 am–9 pm,1,3,https://www.thunderplus.io
